text,label,type
"""The lack of cooperation and compromise in Congress leads to legislative gridlock.""",Bullying ,Political
"The rise of populism in politics has led to the spread of simplistic and divisive ideologies.""",Bullying ,Political
"""International relations have been strained due to erratic foreign policy decisions.""",Bullying ,Political
"""The politicization of the judiciary threatens the impartiality of the legal system.""",Bullying ,Political
"Your authenticity is your superpower.""",Not-Bullying,
"""I can't get enough of your amazing content.""",Not-Bullying,
"""You bring so much joy to my feed every day.""",Not-Bullying,
"""Your dedication to your craft is truly inspiring.""",Not-Bullying,
"""You've got that special 'it' factor.""",Not-Bullying,
"""Your videos always put a smile on my face.""",Not-Bullying,
"""Your talent deserves all the recognition it can get.""",Not-Bullying,
"""You're a true artist of your generation.""",Not-Bullying,
"""I'm in awe of your creativity; keep it up!""",Not-Bullying,
"""You make TikTok a better place with your presence.""",Not-Bullying,
"""Your passion is infectious, and I love it!""",Not-Bullying,
"""You're a role model for so many of us.""",Not-Bullying,
"""Your videos are a bright spot in my day.",Not-Bullying,
You should get an award for 'Most Entertaining TikToker of the Year' ,Bullying,Troll
"""Are you sure you're not secretly a comedian?""",Bullying,Troll
"""I laughed so hard I almost dropped my phone! ",Bullying,Troll
"""Your sense of humor is brighter than my future.""",Bullying,Troll
"""You've got a Ph.D. in TikTok comedy, don't you?""",Bullying,Troll
"""Do you have a fan club? I want to join!""",Bullying,Troll
"""My day was pretty dull until I saw this gem. Thank you!""",Not-Bullying,
"""You just turned my bad day into a good one.""",Not-Bullying,
"""How do you come up with this stuff? It's genius!""",Not-Bullying,
"""Your videos should come with a 'Laughing Warning.'""",Bullying,Troll
"""If laughter is the best medicine, you're my daily dose!""",Not-Bullying,
"""My abs got a workout from all the laughing.""",Bullying,Troll
"""You should do stand-up comedy; I'd buy a ticket!""",Bullying,Troll
"""You've got the golden touch when it comes to humor.""",Not-Bullying,
"""This TikTok needs a 'ROFL' button.""",Bullying,Troll
"""My dog came running to check on me because of all my laughter.""",Bullying,Troll
"""You're the reason I procrastinate on TikTok for hours.""",Bullying,Troll
"""Can you please share your funny genes with the rest of us?""",Bullying,Troll
"""You've got a talent for turning everyday life into comedy gold.""",Bullying,Troll
"""Your videos are like a comedy festival in my pocket.",Bullying,Troll
"You're the reason I stay up past my bedtime watching TikToks!""",Bullying,Troll
"""If laughter is contagious, I must have caught it from you.""",Bullying,Troll
"""I can't decide if you're hilarious or just dangerously entertaining.""",Bullying,Troll
"""I laughed so hard I almost dropped my phone! ",Not-Bullying,
"""When I need a good laugh, I know where to find you!""",Bullying,Troll
"""Do you ever get tired of making us laugh all the time?""",Bullying,Troll
"""You should start a 'Comedy TikTok University.' I'd enroll!""",Bullying,Troll
"""Your humor is like a fine wine; it only gets better with time.""",Bullying,Troll
"""If I had a dollar for every time you made me laugh, I'd be rich!""",Bullying,Troll
"""You're the comedian we never knew we needed.""",Bullying,Troll
"""This video is proof that laughter is the best accessory.""",Bullying,Troll
"""You've got a knack for turning the ordinary into comedy gold.""",Bullying,Troll
"""Your TikToks should come with a warning label: 'May cause uncontrollable laughter.'""",Bullying,Troll
"""I'm pretty sure you just broke the humor meter.""",Bullying,Troll
"""You must be an alien because your sense of humor is out of this world.""",Bullying,Troll
"""Your comedy game is strong, my friend.""",Bullying,Troll
"""I nominate you for the 'Funniest TikToker' award!""",Not-Bullying,
"""Your humor is like a cup of coffeeâmuch-needed and highly addictive!""",Bullying,Troll
"""Thanks for the daily dose of laughter; my life is 10% better because of you!",Not-Bullying,
"Is it just me, or do your videos have a 100% success rate for making me laugh?""",Not-Bullying,Troll
"""You must have a secret stash of funny memes hidden somewhere!""",Bullying,
"""You're like a walking, talking meme factory!""",Bullying,Troll
"""If laughter were a sport, you'd be the world champion.""",Bullying,Troll
"""My cat even stopped napping to watch your hilarious video!""",Bullying,Troll
"""I need a 'Watch Again' button just for your videos.""",Bullying,Troll
"""You're like the stand-up comedian of my TikTok feed!""",Bullying,Troll
"""Do you ever run out of funny? It seems endless!""",Bullying,Troll
"""I'm convinced your brain is powered by dad jokes.""",Not-Bullying,
"""I'm so grateful to have you in my life. You bring so much joy.""",Not-Bullying,
"""Your kindness and generosity never cease to amaze me.""",Not-Bullying,
"""This photo captures a wonderful moment, and you look absolutely radiant!""",Not-Bullying,
"""You have a heart of gold. Thank you for being such an amazing friend.""",Not-Bullying,
"""Your positivity and optimism are truly inspiring.""",Not-Bullying,
"""Your posts always lift my spirits. Keep spreading the good vibes!""",Not-Bullying,
"""I admire your strength and resilience. You're a true role model.""",Not-Bullying,
"""You make the world a better place with your presence.""",Not-Bullying,
"""Thank you for being a source of inspiration and positivity.""",Not-Bullying,
"""Your friendship is a priceless treasure.""",Not-Bullying,
"""Your passion for life is contagious. Keep living it to the fullest!""",Not-Bullying,
"""I appreciate your support and encouragement more than words can express.""",Not-Bullying,
"""Your energy is a ray of sunshine on my Facebook feed.""",Not-Bullying,
"""You have an incredible talent for bringing people together.""",Not-Bullying,
"""Your love and compassion make the world a warmer place.""",Not-Bullying,
"""I'm constantly amazed by your creativity and talent.""",Not-Bullying,
"""Your words of wisdom always resonate with me.""",Not-Bullying,
"""Your positivity is a light in the darkness. Keep shining!""",Not-Bullying,
"""You have a way of making every day feel special.""",Not-Bullying,
"Your videos are my guilty pleasure. Keep 'em coming!""",Bullying,Troll
"""I can't decide if you're a comedian or a magician because you keep making my bad days disappear!""",Bullying,Troll
"""I'd give this video 11 out of 10 if I could!""",Bullying,Troll
"""Your content is so funny; even my cat couldn't resist watching!""",Bullying,Troll
"""You're a TikTok wizard; you make boring moments disappear with your magic!""",Bullying,Troll
"""If laughter were currency, you'd be richer than Bill Gates!""",Bullying,Troll
"""My face hurts from smiling while watching your videos.""",Bullying,Troll
"""You're like the human embodiment of a laughing emoji """,Bullying,Troll
"""I can't believe I get to watch this hilarity for free!""",Bullying,Troll
"You must have a Ph.D. in TikTok comedy!""",Bullying,Troll
"""Your humor is my cardio; I'm getting in shape one laugh at a time!""",Bullying,Troll
"""I don't always watch TikTok, but when I do, it's your videos!""",Bullying,Troll
"""Your content is like a fine wine; it only gets better with time.""",Bullying,Troll
"""Do you ever run out of funny? Nah, didn't think so!""",Bullying,Troll
"""I wish I could like this video a hundred times!""",Bullying,Troll
"""If I had a dollar for every time I laughed during your videos, I'd be a millionaire!""",Bullying,Troll
"""You're the reason I'm addicted to TikTok!""",Not-Bullying,
"""Your videos should come with a 'Laugh at Your Own Risk' warning.""",Bullying,Troll
"""Your humor is the secret sauce that makes TikTok so addictive!""",Bullying,Troll
"You're a human laugh factory!""",Not-Bullying,
"""I just snorted while laughing, thanks to you!""",Bullying,Troll
"""Your content should be labeled 'Handle with Care,' it's that funny!""",Bullying,Troll
"""I bet even the Grumpy Cat would crack a smile watching this!""",Bullying,Troll
"""Your videos should come with a 'Caution: May Cause Spontaneous Laughter' label.""",Bullying,Troll
"""I watched this on mute, and it was still hilarious!""",Bullying,Troll
"""You're a master of the 'scroll and chuckle' technique!""",Bullying,Troll
"""You're the reason I procrastinate on TikTok for hours!""",Bullying,Troll
